Date,Open,High,Low,Close,Adj Close,Volume
Jun-84,0.127630619,0.130155238,0.124760714,0.12709919,0.099203762,151196800
Jul-84,0.116071476,0.118223857,0.113493762,0.115832286,0.090409571,134995200
Aug-84,0.124344913,0.127838739,0.121093826,0.124563304,0.097224435,222251826.1
Sep-84,0.120007211,0.121622526,0.118421053,0.119096684,0.092957526,131611789.5
Oct-84,0.111776913,0.113014304,0.110636565,0.110757913,0.086448913,154915478.3
Nov-84,0.109587619,0.110650571,0.107993238,0.10820581,0.084456952,160478933.3
Dec-84,0.12081475,0.12223775,0.1198382,0.12031255,0.09390655,172751040
Jan-85,0.131798,0.133294455,0.130098455,0.130605773,0.101940773,289382545.5
Feb-85,0.126967947,0.127878421,0.124941368,0.125411316,0.097886368,249125726.3
Mar-85,0.102997286,0.104166619,0.100924571,0.101535714,0.079250857,219789866.7
Apr-85,0.096779238,0.097682714,0.095556905,0.09566319,0.074667286,136572800
May-85,0.088930727,0.089996,0.087459591,0.087763955,0.068501909,210869527.3
Jun-85,0.0741072,0.075028,0.07321435,0.07321435,0.05714535,290569440
Jul-85,0.077516273,0.078023545,0.07673,0.07673,0.059889455,118208872.7
Aug-85,0.067978682,0.068536773,0.067395273,0.067395273,0.052603409,82670254.55
Sep-85,0.070811842,0.071252368,0.070224421,0.070224421,0.054811632,94589305.26
Oct-85,0.076159652,0.076911783,0.07562587,0.07562587,0.059027565,164604939.1
Nov-85,0.08713735,0.08825355,0.0865235,0.08688625,0.06781675,144233600
Dec-85,0.093324857,0.095052143,0.092315143,0.093537429,0.073008048,170057600
Jan-86,0.102780091,0.104581091,0.100979045,0.103033773,0.080420091,285990981.8
Feb-86,0.109257579,0.111078474,0.107935947,0.109698105,0.085621684,180045305.3
Mar-86,0.1166294,0.1190847,0.1152902,0.11704795,0.09135845,213216640
Apr-86,0.128018591,0.130580409,0.125279182,0.128399091,0.100218318,202849309.1
May-86,0.154735429,0.158030476,0.152290571,0.15614381,0.12187381,235907200
Jun-86,0.161777143,0.164009238,0.158827619,0.161511381,0.12606319,193493333.3
Jul-86,0.153079364,0.155413,0.149223818,0.152090136,0.118709636,258710836.4
Aug-86,0.153725476,0.156887714,0.152476619,0.154921286,0.120919524,173500800
Sep-86,0.153858429,0.15619681,0.150085143,0.153300381,0.119654381,170390400
Oct-86,0.149408087,0.151397652,0.147539783,0.149699217,0.116843522,129740800
Nov-86,0.161859579,0.165031737,0.159598158,0.163210684,0.127389737,274008589.5
Dec-86,0.186764409,0.189224864,0.183999727,0.186942,0.145912409,216480727.3
Jan-87,0.214817238,0.22172619,0.210565524,0.217554238,0.16980581,393757866.7
Feb-87,0.266183053,0.273496158,0.261219474,0.269560684,0.210397895,348219789.5
Mar-87,0.296266182,0.301364682,0.290787455,0.295632136,0.230747455,270878109.1
Apr-87,0.319488667,0.327912429,0.315024381,0.322305381,0.251566476,324436266.7
May-87,0.34709825,0.3522601,0.3426619,0.3474052,0.27144305,191947840
Jun-87,0.358766318,0.363991545,0.351765409,0.358005182,0.279856273,158978909.1
Jul-87,0.368506455,0.375405773,0.361404273,0.367745545,0.287470318,139557090.9
Aug-87,0.435055238,0.444409143,0.428784,0.438031571,0.342762286,148538133.3
Sep-87,0.475287048,0.485756857,0.465667524,0.475233952,0.37197519,146451733.3
Oct-87,0.420251636,0.433390864,0.396915682,0.4101055,0.320997818,298895418.2
Nov-87,0.32823655,0.3360492,0.31674115,0.3255581,0.25506405,211711920
Dec-87,0.333299545,0.343141273,0.326501636,0.335988182,0.263558409,213739272.7
Jan-88,0.37689735,0.3840961,0.36344875,0.37377235,0.2931974,311080000
Feb-88,0.3667411,0.373605,0.36166305,0.3675782,0.2886577,168423360
Mar-88,0.393827609,0.400233,0.386063652,0.393148348,0.309004696,212265321.7
Apr-88,0.3628349,0.368471,0.35641735,0.36210945,0.28460885,164896480
May-88,0.358630952,0.364105095,0.35432619,0.359003048,0.282455,125643200
Jun-88,0.396053182,0.402597455,0.392400545,0.398336045,0.313701273,160669600
Jul-88,0.39866085,0.40251125,0.3938615,0.3978795,0.3133419,109320960
Aug-88,0.378008478,0.382521348,0.371603217,0.376310217,0.296661478,115361460.9
Sep-88,0.370429476,0.376806952,0.365380667,0.371386,0.293028905,145729600
Oct-88,0.355761143,0.360331714,0.348852095,0.35459181,0.279778095,169697600
Nov-88,0.336415762,0.341039571,0.332111095,0.336947333,0.26608381,139993600
Dec-88,0.35512319,0.360650571,0.351774952,0.356451952,0.281987762,140289066.7
Jan-89,0.367187429,0.37314,0.361182,0.367772095,0.29094319,349801600
Feb-89,0.334821526,0.339696895,0.329946,0.334292737,0.264720737,257172042.1
Mar-89,0.311739,0.316101864,0.307477636,0.311485364,0.247094364,175439854.5
Apr-89,0.34107145,0.34743305,0.33677465,0.34274555,0.27189235,198321200
May-89,0.393060136,0.400618818,0.390168545,0.396459,0.314735636,238790109.1
Jun-89,0.406047091,0.412236182,0.398234636,0.405184682,0.322128136,179149090.9
Jul-89,0.35803565,0.36250005,0.35145095,0.35736605,0.2841115,184431520
Aug-89,0.379755478,0.386743087,0.375436696,0.381502304,0.303590087,145752417.4
Sep-89,0.4002233,0.40580365,0.3962053,0.40050245,0.3191615,101042480
Oct-89,0.415888682,0.425527682,0.407924091,0.418374636,0.333403682,187502254.5
Nov-89,0.399766238,0.405293381,0.39434519,0.399553667,0.31874019,120235200
Dec-89,0.34285705,0.34827015,0.33297995,0.3393415,0.2710883,297059280
Jan-90,0.313159591,0.3186385,0.305752727,0.312043545,0.249280682,170340800
Feb-90,0.301104368,0.306919737,0.297109895,0.302690316,0.242134053,130731115.8
Mar-90,0.342735364,0.350649318,0.338524773,0.344764636,0.276307818,207112436.4
Apr-90,0.3650112,0.3715403,0.35954245,0.36467645,0.29226595,182123760
May-90,0.365006273,0.370535727,0.359831545,0.366629636,0.294127864,187074109.1
Jun-90,0.360119048,0.365752571,0.35400719,0.361235238,0.290311381,188193066.7
Jul-90,0.391209571,0.397480762,0.38435381,0.391688,0.31478519,198276800
Aug-90,0.343264783,0.350058174,0.335500826,0.342731087,0.275783826,136014747.8
Sep-90,0.298872053,0.302572842,0.289767368,0.294466526,0.237367,116155200
Oct-90,0.258637348,0.26591613,0.250339609,0.258346217,0.208250783,219831165.2
Nov-90,0.31281881,0.320471952,0.308620333,0.315263619,0.254548381,154981333.3
Dec-90,0.368192,0.376116,0.3637277,0.3718751,0.30076765,204704640
Jan-91,0.432426909,0.443689136,0.427556773,0.437703045,0.354008364,319877600
Feb-91,0.520911684,0.532365947,0.511160684,0.522027737,0.422632263,291883200
Mar-91,0.5773439,0.5930246,0.5669644,0.58186385,0.4715941,260529920
Apr-91,0.580255636,0.590655455,0.567573045,0.578327955,0.468728091,329229600
May-91,0.434151727,0.441355455,0.424969636,0.432224,0.350661455,362401963.6
Jun-91,0.39285705,0.3986049,0.3849889,0.39123885,0.31790595,204583120
Jul-91,0.403612045,0.410308455,0.396509773,0.403764273,0.328083636,171977018.2
Aug-91,0.4618505,0.470931455,0.455407909,0.464336409,0.377696045,189665890.9
Sep-91,0.45033485,0.45602685,0.4410156,0.4487165,0.3654334,119653520
Oct-91,0.456764435,0.462830087,0.446525609,0.45443513,0.370090565,156260452.2
Nov-91,0.4597098,0.467634,0.4515626,0.45904005,0.37424345,184801680
Dec-91,0.45742981,0.465029762,0.452062238,0.458758524,0.374509952,124150933.3
Jan-92,0.5575285,0.567928136,0.549005727,0.558999636,0.456342409,213780000
Feb-92,0.582706842,0.589638105,0.574306895,0.582824368,0.476264789,133420884.2
Mar-92,0.569652955,0.574573773,0.560775091,0.565290091,0.462340818,135711927.3
Apr-92,0.512861571,0.523224952,0.502923,0.51419019,0.420547095,187209066.7
May-92,0.5419643,0.54754465,0.53459835,0.5406809,0.44221325,135186240
Jun-92,0.454241091,0.459060455,0.443790682,0.449878227,0.3686875,220531054.5
Jul-92,0.412185409,0.419186227,0.405742773,0.413047864,0.338504045,165127709.1
Aug-92,0.396736857,0.402476571,0.391475333,0.397693524,0.326380333,130787200
Sep-92,0.420174286,0.42628619,0.412468095,0.419696048,0.344876905,145507733.3
Oct-92,0.420759,0.428520636,0.414062636,0.422838864,0.347459455,160519418.2
Nov-92,0.49765625,0.5059152,0.49213165,0.4998884,0.41081825,156327360
Dec-92,0.517349818,0.524959455,0.512733409,0.518871818,0.427279727,151559927.3
Jan-93,0.5410714,0.55061375,0.53364965,0.54285705,0.4470311,277113200
Feb-93,0.502173421,0.507401421,0.492069947,0.5,0.412196053,244804294.7
Mar-93,0.487140783,0.493594783,0.480395913,0.487043739,0.401944435,159196800
Apr-93,0.443027286,0.450999238,0.436702857,0.443665095,0.366144952,186400533.3
May-93,0.49263395,0.50301345,0.4881138,0.49670765,0.4099635,160027280
Jun-93,0.406605091,0.411931864,0.394937136,0.402191591,0.332612182,348836218.2
Jul-93,0.28571419,0.292251238,0.277955,0.283375857,0.234351619,340138666.7
Aug-93,0.251623455,0.255783182,0.245282136,0.249797091,0.207068682,167416581.8
Sep-93,0.225393286,0.229326,0.219919286,0.224596048,0.186558048,174667733.3
Oct-93,0.236660286,0.243303476,0.231824048,0.237935857,0.197638762,281205866.7
Nov-93,0.285980048,0.292091857,0.279708762,0.287042952,0.238717571,164386133.3
Dec-93,0.265726455,0.270495,0.259689636,0.265016227,0.220923909,179862327.3
Jan-94,0.286139429,0.292410619,0.279974476,0.286617762,0.238931429,349144533.3
Feb-94,0.319196421,0.326891316,0.314614737,0.320958632,0.268332632,225497852.6
Mar-94,0.320409565,0.324534174,0.313373435,0.318856783,0.26676187,228608069.6
Apr-94,0.281778526,0.286242842,0.272908842,0.279546474,0.233874105,212744000
May-94,0.275616476,0.281143762,0.268388571,0.274872476,0.23004681,160078933.3
Jun-94,0.238890045,0.243785591,0.233563364,0.238731455,0.200516091,212354036.4
Jul-94,0.25468055,0.26162095,0.2498885,0.25694745,0.21581615,242403280
Aug-94,0.306337435,0.312257348,0.30332887,0.308181348,0.259365043,198908591.3
Sep-94,0.312446762,0.316432905,0.308832762,0.312287333,0.263205905,153935466.7
Oct-94,0.355176381,0.364902238,0.348958286,0.358391857,0.302064143,367308800
Nov-94,0.360119143,0.365878857,0.353396048,0.357860429,0.301943286,192806933.3
Dec-94,0.335990619,0.341571095,0.330755714,0.336575238,0.284529714,180371200
Jan-95,0.378029333,0.38565581,0.370349714,0.377923095,0.31948381,388671466.7
Feb-95,0.370535737,0.376027842,0.364360579,0.369801421,0.313113368,278913010.5
Mar-95,0.334384783,0.339928739,0.327943217,0.33254087,0.281892174,304223652.2
Apr-95,0.334351421,0.339931947,0.326788579,0.333352947,0.282580579,298647410.5
May-95,0.371195273,0.377257455,0.36597,0.372691773,0.316047909,290212363.6
Jun-95,0.402293,0.408583591,0.397473682,0.403605773,0.343081818,250997600
Jul-95,0.4165179,0.4256975,0.4107423,0.41760615,0.35498295,284978960
Aug-95,0.393924826,0.398340522,0.388004739,0.392372,0.334011391,230126887
Sep-95,0.35798,0.36269535,0.35061385,0.3550852,0.30266135,365574160
Oct-95,0.3197545,0.324193318,0.314580091,0.318866773,0.27179,295386763.6
Nov-95,0.349915,0.356079857,0.343378,0.349383571,0.298111095,231633066.7
Dec-95,0.3214844,0.32511175,0.31316965,0.31808045,0.2719646,328012160
Jan-96,0.286170909,0.292816591,0.278098318,0.2858665,0.244421045,468191563.6
Feb-96,0.256278,0.2600446,0.2521486,0.2552456,0.21823955,232604960
Mar-96,0.229884238,0.232621238,0.224702524,0.227970952,0.194919143,159369066.7
Apr-96,0.22486181,0.22726,0.220357762,0.223798905,0.191352143,136527466.7
May-96,0.236455,0.240361273,0.231534182,0.235668682,0.201501045,163813745.5
Jun-96,0.2097657,0.2114049,0.2038506,0.2066407,0.17668155,233696960
Jul-96,0.1796875,0.181919636,0.174151545,0.177328636,0.151619182,218340436.4
Aug-96,0.204951273,0.208198136,0.201501682,0.205300091,0.175535364,144880654.5
Sep-96,0.20139515,0.2044643,0.19838185,0.2006139,0.17152865,160677440
Oct-96,0.21855587,0.222486391,0.212927087,0.216833217,0.185396304,252912069.6
Nov-96,0.2238282,0.22700895,0.2203683,0.22385605,0.191401,129068240
Dec-96,0.21157519,0.214604619,0.207509571,0.21051219,0.179991619,197499200
Jan-97,0.158380818,0.160143682,0.155235455,0.157163273,0.134377409,412397236.4
Feb-97,0.147086526,0.149377316,0.143327158,0.146146632,0.124958105,240745768.4
Mar-97,0.1488839,0.1518416,0.1453751,0.14924655,0.1276085,225112160
Apr-97,0.165229364,0.167157091,0.161323045,0.163885,0.140124727,173169309.1
May-97,0.152636238,0.154894857,0.150191476,0.152370524,0.130279667,109176533.3
Jun-97,0.142804095,0.144052952,0.140439,0.141701286,0.121157048,122490666.7
Jul-97,0.137885591,0.141614227,0.134816364,0.138468909,0.1183935,308289672.7
Aug-97,0.20828019,0.213834,0.20194919,0.208147381,0.177969667,841700266.7
Sep-97,0.19648181,0.199969524,0.193452286,0.196428571,0.167949952,171717866.7
Oct-97,0.179857391,0.184879739,0.17556287,0.179590478,0.153553,279567095.7
Nov-97,0.163504421,0.166382737,0.159488053,0.162270947,0.138744579,291972800
Dec-97,0.130073045,0.131899409,0.126674091,0.128601955,0.109957,231717818.2
Jan-98,0.16336495,0.1703682,0.15876135,0.1659458,0.14188675,510578880
Feb-98,0.176221842,0.181332263,0.173255368,0.178659474,0.152757053,387061389.5
Mar-98,0.227830773,0.233690091,0.223112818,0.2307985,0.197336909,482998981.8
Apr-98,0.243011333,0.247502286,0.238307714,0.243117619,0.207869952,384851733.3
May-98,0.25996095,0.26383925,0.2547154,0.25915175,0.22157945,340166960
Jun-98,0.245916182,0.250887727,0.242289091,0.246829273,0.2110435,177720072.7
Jul-98,0.300857318,0.3076045,0.294135545,0.301592909,0.257867318,496711854.5
Aug-98,0.346487,0.356106476,0.334469381,0.34438781,0.294457762,629565333.3
Sep-98,0.330622905,0.34000319,0.323049571,0.332669048,0.284438048,384777066.7
Oct-98,0.321149591,0.330331818,0.309557682,0.319094864,0.272831909,587769381.8
Nov-98,0.3229353,0.3283483,0.31537385,0.3200893,0.27368215,506176160
Dec-98,0.315899,0.324573909,0.3089235,0.317547636,0.271508955,587459345.5
Jan-99,0.377173368,0.385044684,0.364221053,0.375264421,0.320857895,796179115.8
Feb-99,0.342222684,0.348537368,0.331913789,0.338169684,0.289141053,427185094.7
Mar-99,0.305925,0.312087565,0.297821304,0.30444487,0.260305783,432695443.5
Apr-99,0.334662095,0.346035381,0.329201286,0.338900333,0.289765905,756617600
May-99,0.3999165,0.40906805,0.38897875,0.4003627,0.34231745,445445280
Jun-99,0.410194318,0.418108318,0.403916364,0.411449955,0.351797136,314482763.6
Jul-99,0.467700381,0.479352762,0.458652095,0.469839476,0.401721095,546027733.3
Aug-99,0.523665864,0.536272364,0.516385955,0.5271155,0.450693182,420209236.4
Sep-99,0.635270476,0.651659476,0.617167619,0.632945333,0.541179619,903212800
Oct-99,0.629092381,0.647799762,0.615911905,0.633662952,0.54179319,688976000
Nov-99,0.797074238,0.822219095,0.781515714,0.803651143,0.68713619,410710933.3
Dec-99,0.924823682,0.945109591,0.896509818,0.923219364,0.789369091,428100654.5
Jan-00,0.93068495,0.96344855,0.8959264,0.92285155,0.7890546,627758880
Feb-00,0.99237585,1.02053575,0.96838725,0.99677035,0.8522566,365989120
Mar-00,1.134802043,1.181088652,1.108386261,1.147345652,0.981001087,378189426.1
Apr-00,1.098875211,1.139068421,1.054547947,1.099154105,0.939796474,455916042.1
May-00,0.919940909,0.937943909,0.884074409,0.900092591,0.769595364,445806836.4
Jun-00,0.874936591,0.908456682,0.847935273,0.876851682,0.749723818,368418400
Jul-00,0.96496935,0.9934152,0.9338728,0.95998875,0.8208076,287338520
Aug-00,0.909319217,0.935098043,0.894179435,0.916282478,0.783438087,245047234.8
Sep-00,0.99439175,1.02912945,0.96735495,0.9956334,0.8512843,725846520
Oct-00,0.376103591,0.387581273,0.355468682,0.367390409,0.314125318,995717672.7
Nov-00,0.352306571,0.360703667,0.340348714,0.349038095,0.298433857,404208266.7
Dec-00,0.2678292,0.27539065,0.26077015,0.26729905,0.2285457,442948520
Jan-01,0.325640429,0.33838219,0.315741952,0.329188,0.281461619,652831466.7
Feb-01,0.351415737,0.361328158,0.340460579,0.350564053,0.299738579,369671915.8
Mar-01,0.365210182,0.381519818,0.3555155,0.370572227,0.316845909,490866472.7
Apr-01,0.4070446,0.42062495,0.3915803,0.4056787,0.34686255,557949560
May-01,0.423822955,0.432288909,0.411412409,0.420202909,0.359281045,339474290.9
Jun-01,0.382100381,0.393834952,0.372551095,0.384481429,0.328738571,363726933.3
Jul-01,0.385034048,0.395161524,0.372610571,0.38325681,0.327691333,412147733.3
Aug-01,0.333338609,0.339681652,0.326319957,0.332973652,0.284698478,223015617.4
Sep-01,0.296607067,0.3074524,0.2887738,0.296464333,0.253482333,368768213.3
Oct-01,0.306327696,0.316436435,0.299805913,0.309324565,0.26447813,328010747.8
Nov-01,0.347712524,0.357015238,0.34096081,0.35087581,0.300005048,255702133.3
Dec-01,0.38575895,0.39544645,0.37773205,0.38741075,0.3312432,231491960
Jan-02,0.401096952,0.410280429,0.393784048,0.403690524,0.345162667,405494133.3
Feb-02,0.427876,0.438731263,0.415385474,0.425319684,0.363655947,412496000
Mar-02,0.4290715,0.437893,0.42187505,0.43290185,0.3701389,265929160
Apr-02,0.437297,0.445137955,0.430308455,0.438563318,0.3749795,291947090.9
May-02,0.431225727,0.439155909,0.421363591,0.430633136,0.368199091,271643527.3
Jun-02,0.35146425,0.35793755,0.34158015,0.3492411,0.2986074,435400840
Jul-02,0.291720773,0.299375,0.283108773,0.291907636,0.249586227,369018872.7
Aug-02,0.271550273,0.277240182,0.264926909,0.270876636,0.231604318,234167563.6
Sep-02,0.2583838,0.26325005,0.25533045,0.2593751,0.22177045,264591880
Oct-02,0.260295043,0.266405217,0.25535713,0.261614826,0.223685304,287453600
Nov-02,0.28590175,0.2913214,0.27956255,0.28505355,0.2437258,226586080
Dec-02,0.263852095,0.26772119,0.258461,0.262704048,0.224616667,215735200
Jan-03,0.258358857,0.26317181,0.254149762,0.258486381,0.221010381,287896800
Feb-03,0.261259474,0.265535737,0.256964263,0.261851579,0.223887789,216542273.7
Mar-03,0.261275476,0.264396238,0.257653048,0.260748238,0.222944571,191828800
Apr-03,0.247848619,0.251522048,0.24326519,0.247295905,0.211442476,370254400
May-03,0.313732857,0.322176905,0.308886095,0.317321524,0.271315667,514835466.7
Jun-03,0.324651429,0.330986524,0.31806119,0.324566238,0.277509952,291111200
Jul-03,0.360787227,0.367362136,0.354943227,0.361639636,0.309208318,237194109.1
Aug-03,0.367066333,0.373639476,0.360561238,0.368333333,0.314931571,205122133.3
Sep-03,0.396572952,0.402942238,0.389770476,0.395578143,0.338226381,254642133.3
Oct-03,0.40885087,0.416040435,0.401840087,0.410877304,0.351307435,306095269.6
Nov-03,0.387368368,0.393082632,0.379962474,0.385751895,0.329824737,261794989.5
Dec-03,0.369253227,0.374797136,0.363612045,0.369172182,0.315648818,247903345.5
Jan-04,0.4067052,0.4140804,0.4007946,0.4071696,0.3481374,396390120
Feb-04,0.405573316,0.412988632,0.401344,0.407227368,0.348186789,259054231.6
Mar-04,0.464642826,0.475721957,0.459153652,0.46782613,0.399999696,505483269.6
Apr-04,0.492772143,0.499166667,0.483469381,0.491539,0.420274571,425246400
May-04,0.4814197,0.489491,0.4753392,0.4835357,0.41343175,265213760
Jun-04,0.555527286,0.567482952,0.548273905,0.559498381,0.478381095,391773066.7
Jul-04,0.559464286,0.567023762,0.550331667,0.558733,0.477726714,461741866.7
Aug-04,0.562508136,0.574853909,0.556858727,0.566940045,0.484743955,364152981.8
Sep-04,0.650051095,0.662533952,0.644413286,0.655102048,0.560124095,365405066.7
Oct-04,0.782891143,0.79905619,0.774982952,0.792227857,0.677369,766398400
Nov-04,1.025331619,1.041454048,1.008665,1.026156476,0.877382143,830457333.3
Dec-04,1.158157409,1.170673682,1.135836091,1.151761409,0.984776591,724937054.5
Jan-05,1.2373749,1.2584375,1.2143929,1.23622325,1.0569931,1285412240
Feb-05,1.490601368,1.512086368,1.468891,1.495216211,1.278436632,1128891916
Mar-05,1.509529182,1.525909,1.482629955,1.499918818,1.282457591,667087272.7
Apr-05,1.397704048,1.41688781,1.361394571,1.383248238,1.182702,922643733.3
May-05,1.323010286,1.348197286,1.306853857,1.332925095,1.139674952,612299733.3
Jun-05,1.346298773,1.362353864,1.328327955,1.3425325,1.147889364,514872527.3
Jul-05,1.45462495,1.4758215,1.4379286,1.4611071,1.2492727,504712320
Aug-05,1.602841609,1.626925391,1.587810565,1.609472043,1.376127478,408730730.4
Sep-05,1.815374095,1.841989905,1.792976286,1.821955714,1.557804857,587989066.7
Oct-05,1.922176905,1.95797619,1.885935476,1.926360619,1.647072857,887783200
Nov-05,2.260340095,2.294880857,2.235034,2.269864,1.940774429,640782266.7
Dec-05,2.606105429,2.632398048,2.577380857,2.607397952,2.229371952,622103066.7
Jan-06,2.7858572,2.83787505,2.7328393,2.77892855,2.3760338,1093918560
Feb-06,2.502894737,2.541033895,2.440075158,2.482819474,2.122855316,987405115.8
Mar-06,2.30368013,2.333990739,2.258276522,2.286971957,1.955402261,1008375322
Apr-06,2.398458684,2.433364632,2.356015053,2.392988789,2.046048368,1058909600
May-06,2.410762909,2.432191545,2.358717545,2.385081182,2.039287045,709489963.6
Jun-06,2.104675364,2.133620182,2.064318273,2.096769364,1.792775455,815301072.7
Jul-06,2.0655179,2.1025,2.0329464,2.06680355,1.76715425,873987100
Aug-06,2.385201783,2.41743787,2.349689565,2.386211174,2.040253348,777723739.1
Sep-06,2.62862495,2.66330355,2.59882135,2.6377501,2.25532345,886077920
Oct-06,2.750730591,2.780941591,2.723279182,2.754496682,2.355144091,653998036.4
Nov-06,3.040391143,3.078656476,3.007244857,3.048027143,2.60611781,658804000
Dec-06,3.1039642,3.13662505,3.05139295,3.08826785,2.6405244,844539640
Jan-07,3.1805893,3.2202143,3.13064295,3.1743393,2.7141168,1360489060
Feb-07,3.063026316,3.095733053,3.027951211,3.061710579,2.617817263,722229200
Mar-07,3.229253273,3.268035818,3.201948091,3.235827955,2.766691,723574727.3
Apr-07,3.3508928,3.37971435,3.31446425,3.3466072,2.8614091,672987000
May-07,3.863879909,3.917629818,3.827759682,3.885909045,3.322521773,789321272.7
Jun-07,4.369166619,4.410680238,4.292227905,4.346258333,3.716128905,1108549600
Jul-07,4.868979524,4.936955857,4.776700619,4.860748286,4.156027286,1143741600
Aug-07,4.643136696,4.715823043,4.537919304,4.637267087,3.964946435,1059165130
Sep-07,5.068364737,5.141710474,4.998496211,5.074285579,4.338604842,1101643347
Oct-07,6.126024826,6.196537217,6.020264087,6.136087,5.24646413,1012077896
Nov-07,6.284982952,6.392823143,6.082448952,6.23778919,5.333421524,1247609067
Dec-07,6.8032501,6.89301785,6.70392865,6.80375,5.81732835,862633940
Jan-08,5.781377571,5.904217667,5.58178581,5.727789048,4.897362143,1674947067
Feb-08,4.5044465,4.5796072,4.39512495,4.4697501,3.8217166,1243297720
Mar-08,4.64814285,4.7507678,4.57149995,4.6722499,3.9948575,1146363680
Apr-08,5.631655773,5.732321318,5.541477273,5.6495455,4.830462682,1035771927
May-08,6.592568,6.673979571,6.488112238,6.598554429,5.641882429,885153066.7
Jun-08,6.390306048,6.483911667,6.264796,6.37448981,5.450302952,927418800
Jul-08,5.992516227,6.101672045,5.861331273,5.991022682,5.122431591,897716400
Aug-08,6.093588429,6.189234762,6.026615667,6.109625952,5.223840048,623131200
Sep-08,5.111768619,5.22250019,4.91193881,5.04440481,4.313056429,1146074400
Oct-08,3.560993739,3.705636783,3.372903739,3.535854087,3.023218826,1801161357
Nov-08,3.374718053,3.454285737,3.261673,3.355018842,2.868601211,1243129558
Dec-08,3.260844227,3.336883045,3.1907955,3.269415636,2.795409182,918811218.2
Jan-09,3.16660715,3.232375,3.1102679,3.1705357,2.7108646,905287040
Feb-09,3.346109053,3.424736632,3.296391,3.359793158,2.872683474,729865831.6
Mar-09,3.461655727,3.544480409,3.411818227,3.482321318,2.977447318,701118090.9
